"","text","score"
"660","<U+2764><U+2764>#NBA #Westbrook 2008-09 #RussellWestbrook #Topps Chrome RC Card #184 PSA BGS #Thunder #Auction…… https://t.co/HorsupoPPJ",0
"661","#ESPN #Nike Air Jordan V 5 #Retro OG Black Metallic Silver 845035 003 DS Men Size 7 NEW #Shoes #TFB… https://t.co/KbHV4rrhd6",0
"662","Star Wars Black Series IG-88 Action Figure MISB Hasbro https://t.co/JGIOzvRRXH",0
"664","Piaggio Vespa GTS 250ie 2009 - 71 items listed.

Click the link below to view:
https://t.co/XLQDlUEDzi https://t.co/O4Lb7XcW5Q",0
"666","Check out Just Fab Silver Peep Toe Pumps Size 11 https://t.co/oXgtl4O7JC @eBay",0
"667","coupons #eBay #deals Buy Now: $130 Vintage STEIFF Blonde Teddy Bear Collectible 1201 ... https://t.co/I0ntYUeABj https://t.co/hlFUk56NAH",0
"668","[https://t.co/XWyLkKnwaS] Ray-Ban RB2140 #wayfarer #women's #sunglasses Hand #ebay https://t.co/yEo5E5waMa",0
"669","father christmas slide bead https://t.co/K0T226HzDv  #gadgets#gift https://t.co/qkXKj0VUKp",0
"670","Lebron 9 Lebronald Palmer Sample Sz 8 New DS OBO Holla At Me https://t.co/zNe4M3XLPb",0
"671","Nike Air Foamposite Yeezy Pro Platinum Size 14. 616750-003 jordan penny https://t.co/1XqcCmDfL4",0
"673","Nike Air Foamposite Yeezy Pro Platinum Size 13. 616750-003 jordan penny https://t.co/h2VtWONA5i",0
"675","Nike Air Foamposite Yeezy Pro Platinum Size 12. 616750-003 jordan penny https://t.co/kxXlK83rnj",0
"676","Check out 2017 Bowman Chrome Pipeline NICK GORDON/JAY/REED Orange *25/25 = 1/1* SP Twins https://t.co/F7GYvie0MZ @eBay",0
"677","2016 Nike Air Jordan 4 IV Retro Dunk From Above Size 14. 308497-425 1 2 3 5 6 https://t.co/kMjiLeMMWj",0
"678","<U+2664>› WOMAN WITHIN PLUS 4X NEW BLACK/ BLUE FLORAL PLEATED BELOW KNEE SLEEVEL... Consider now https://t.co/Rjj02j05aT https://t.co/6ATzR5ZIGd",0
"679","2016 Nike Air Jordan 4 IV Retro Dunk From Above Size 11.5. 308497-425 1 2 3 5 6 https://t.co/WLJ0M02bo6",0
"681","Nike Air Foamposite yeezy PRM Size 13. 616750-001 jordan penny 1 2 3 4 5 6 https://t.co/XuqyI1sa0B",0
"682","2016 Nike Air Jordan 4 IV Retro Dunk From Above Size 10.5. 308497-425 1 2 3 5 6 https://t.co/nIEDN1fFvg",0
"683","VNDS 2001 NIKE AIR JORDAN 1 I RETRO SIZE: 8.5 https://t.co/RTyCRVWdu7",0
"684","Men Shoes NIKE AIR MAX 97 SILVER BULLET OG BRAND sales https://t.co/j2mX0ciida",0
"687","2013 Nike Air Jordan 11 XI Retro Reverse Concord Tuxedo Size 14. 528895-110. 1 2 https://t.co/VGSObLZuWp",0
"688","Brand New NFL Atlanta Falcons Car Truck SUV Windshield Window Decal Sticker - https://t.co/P8QpN69dQB https://t.co/LLMx3a3reF",0
"689","2016 Nike Air Jordan 5 V Retro Low Knicks Cavs Size 14. 819171-417 1 2 3 4 6 7 https://t.co/WcdC6tKZR0",0
"691","Nike Air Zoom Flight 95 Cal Bears PE Size 10.5 574724-700 Jason Kidd Jordan Kobe https://t.co/MbziFTdxoo",0
"694","#xbox CALL Of DUTY 3 En Marche Vers Paris XBOX 360 https://t.co/7HgIiYG2DE #jeuxvideo #geek",0
"696","Nike Air Jordan 4 IV Retro Toro Bravo Size 13. 308497-603 1 2 3 5 6 bred fear https://t.co/yTm6VzyFEe",0
"697","2013 Nike Air Jordan 13 XIII Retro Squadron Size 11. 414571-405 1 2 3 4 5 6 https://t.co/EGRNzlNbIl",0
"699","2016 Nike Air Foamposite One PRM Olympic Size 11.5. 575420-400 Jordan Penny https://t.co/GocxjHVZt9",0
"706","Check out my listing on @eBay: https://t.co/LGVBMpkhUK via @eBay",0
"707","Nike Air Penny 1 Doernbecher DB LE Size 13. 728590-001 Jordan Foamposite https://t.co/ZtNeTpNkFB",0
"712","Lifeproof  Nuud case for iphone 5, 5s used https://t.co/x0c1fLd1Ki https://t.co/wMv5MQfcX9",0
"714","RadioShack Build IT Musical Theremin Kit 2770352 Project #STEM https://t.co/oGAXVN1URQ https://t.co/3dr7luYHv2",0
"715","NBA 2K16 16 2016 Used Xbox 360 https://t.co/VOqRnzOEXq https://t.co/3EBfDQKs9z",0
"717","Tower Flip Stand PU Leather Card Slots Pouch Cover Case For Apple iPhone 5 5S SE https://t.co/dv9xtPf9PW https://t.co/YEIjTdLqrd",0
"718","# Tory Burch Sequined Black Flat Shoes Size 6 https://t.co/A0ogjpJw0k https://t.co/BX8es0qbCN",0
"719","https://t.co/qd5PR5ZM2x Lebron 9 Lebronald Palmer Sample Sz 8 New DS OBO Holla At Me",0
"720","https://t.co/K5RnyGQpKB Nike Lebron 10 Home Red/ White Size 10",0
"721","https://t.co/kUUngJ7jDs Nike Air Foamposite Yeezy Pro Platinum Size 14. 616750-003 jordan penny",0
"722","# NIB Tory Burch Thora Leather Flip Flop sandals Bleach white size 7 https://t.co/241Lz3k3Vu https://t.co/hi3D2ukc8E",0
"724","ps4 darksiders https://t.co/Ty5qUBW1FG https://t.co/K80jo3kaKX",0
"725","https://t.co/D3LE8ChRts Nike Air Foamposite Yeezy Pro Platinum Size 13. 616750-003 jordan penny",0
"728","Minnesota Vikings Corrugated Metal Wall Art - NFL - https://t.co/KIZiVmQlIz https://t.co/nHYiO8JxD5",0
"729","https://t.co/lrLv7pWofT Nike Air Foamposite Yeezy Pro Platinum Size 12. 616750-003 jordan penny",0
"730","https://t.co/F54rkhlfEG 2016 Nike Air Jordan 4 IV Retro Dunk From Above Size 14. 308497-425 1 2 3 5 6",0
"731","Dishonored 2 XBOX ONE https://t.co/MeuyilJb4W https://t.co/EwT0r7n28K",0
"732","https://t.co/WieLxDtn9d 2016 Nike Air Jordan 4 IV Retro Dunk From Above Size 11.5. 308497-425 1 2 3 5 6",0
"733","Cameras &amp; Photography @ebay_uk
https://t.co/ppjTfrHH2E #uk
#London
#Leeds
#Glasgow
#Liverpool
#Edinburgh
#Birmingham https://t.co/G20Q5SMiC6",0
"734","https://t.co/DLfaTHIO4G Nike Air Foamposite yeezy PRM Size 13. 616750-001 jordan penny 1 2 3 4 5 6",0
"735","# Tory Burch Patent Sand/Tan Miller Sandals Sz 7.5 Retail $195 https://t.co/mtabamKzJG https://t.co/UAQgbuKsE7",0
"736","https://t.co/KPFb2JcoEF 2016 Nike Air Jordan 4 IV Retro Dunk From Above Size 10.5. 308497-425 1 2 3 5 6",0
"737","https://t.co/unmr9U1gg9 VNDS 2001 NIKE AIR JORDAN 1 I RETRO SIZE: 8.5",0
"739","# Brand New In Box Tory Burch Wedge Sandals - Perfect For Summer! https://t.co/WW7l19Lm2o https://t.co/2qpzMLP3Tt",0
"740","RT @ClarasJewelry: Swarovski  Goldtone Metal Mesh Metallic Rhinestones Necklace MIB 
#hautecouture  #jewelry #glam #diva #fashionista https…",0
"741","https://t.co/XZ4sTf87kR Men Shoes NIKE AIR MAX 97 SILVER BULLET OG BRAND sales",0
"743","Minnesota Vikings BRXLZ Team Helmet 3D Puzzle Construction Toy New - 1366 Pieces - https://t.co/98kg3XEeY5 https://t.co/UtM2VtQANr",0
"744","https://t.co/BS6v22l5oV New Nike Air Max 95 University Blue Mango Photo Blue Size 11.5 609048 406",0
"745","Le Labo Liquid Balm Rose 31 Perfume https://t.co/5fVxoZosvn #perfume #mothersday #giftforher",0
"746","# TORY BURCH black Patent Leather Reva Flats 9.5 https://t.co/GL4JHGr7aM https://t.co/FY4gVcVhYX",0
"747","https://t.co/o3EYVuRNUt Under Armour Stephen Curry One 1 Low Warriors Size 10. dub nation steph mvp",0
"750","https://t.co/wTmFvgeauY 2013 Nike Air Jordan 11 XI Retro Reverse Concord Tuxedo Size 14. 528895-110. 1 2",0
"751","Forza: Horizon 3 (Microsoft Xbox One, 2016) https://t.co/TksTdDImAC",0
"752","https://t.co/sXLxLIYxxc 2016 Nike Air Jordan 5 V Retro Low Knicks Cavs Size 14. 819171-417 1 2 3 4 6 7",0
"753","# Tory Burch Miller MISMATCH SIZES 7.5/6.5 Nude/Tan Patent Leather Thongs Sandals https://t.co/pysz54VW99 https://t.co/CeJTYmI6Gz",0
"756","ps2 + game https://t.co/go5dq9P9NB https://t.co/z0Mka5A4NR",0
"757","2018 Aluma AE716TAM cargo enclosed aluminum trailer 7x16 motorcycle w extra high https://t.co/rb6eqzKDot",0
"758","https://t.co/ZGZtlbO6kk Nike Air Zoom Flight 95 Cal Bears PE Size 10.5 574724-700 Jason Kidd Jordan Kobe",0
"762","vtg 90s minnesota VIKINGS randy MOSS football NFL purple STARTER jersey 5XL mens - https://t.co/T9psDRmgmo https://t.co/sAimYmmSCC",0
"763","xbox one Rayman Legends 7 https://t.co/9Q9HSS5thk https://t.co/hrjFJpobQy",0
"764","https://t.co/3gZCnSeqmS Nike Air Jordan 4 IV Retro Toro Bravo Size 13. 308497-603 1 2 3 5 6 bred fear",0
"765","https://t.co/ct7ouv6G1A 2013 Nike Air Jordan 13 XIII Retro Squadron Size 11. 414571-405 1 2 3 4 5 6",0
"767","https://t.co/qgZpTVTyvh 2016 Nike Air Foamposite One PRM Olympic Size 11.5. 575420-400 Jordan Penny",0
"768","Pokemon Toys and Pikachu Plushes and Amiibo https://t.co/1KIjnsirsw #pokemon

$80.00
End Date: Friday Jun-2-2017 16… https://t.co/qgyaidyqqW",0
"771","Sony Playstation 4 Slim 500GB BLACK Call of Duty Infinite Warfare Bundle PS4 $249.99 via eBay https://t.co/1teQUl0XkJ",0
"774","RT @gstaffinfection: A long time Elder Scrolls fan needs help. He's auctioning a custom Skyrim @Xbox One signed by Todd Howard on @eBay  ht…",0
"777","Nike Air Jordan 4 IV Retro Toro Bravo Size 13. 308497-603 1 2 3 5 6 bred fear https://t.co/OBhuOEKYd0",0
"778","RT @Cargo_Pal: Sale item from Cargopal on eBay: Ford Rotunda MRC 150 Mobile Recycling Center AS IS WHERE IS Local Pickup only  https://t.co…",0
"779","2013 Nike Air Jordan 13 XIII Retro Squadron Size 11. 414571-405 1 2 3 4 5 6 https://t.co/C33AwwNqFU",0
"781","2016 Nike Air Foamposite One PRM Olympic Size 11.5. 575420-400 Jordan Penny https://t.co/JNsZ7EjXnx",0
"782","Jordan 4 Bred Size 10.5 https://t.co/YHDC8vj06V",0
"783","GYM REDS RETRO 12's https://t.co/LeHzYnuCV5",0
"784","RT @GabbysQuilts: Grey Open Bow Low Back Long Sleeve Shirt #MeiNaFashion #Blouse #Casual https://t.co/CcCFKl1Mqb via @eBay #NEW #womens #eb…",0
"785","#8-32x1-1/4 Fillister Head Slotted Machine Screws Steel Zinc... - https://t.co/Gz1f5akB5i #fasteners #mro #diy #ebay https://t.co/Q4ZkU44IIn",0
"789","[https://t.co/DjXv57Bhiz] Kenneth Cole men dress #shirt 16.5 - 32/33 light g #ebay https://t.co/SqPNsg5U7T",0
"791","# VINTAGE 1965 FENDER STRATOCASTER SUNBURST ELECTRIC GUITAR https://t.co/VJYKWXowpv https://t.co/FdUYdZkzQf",0
"793","# 1956 Fender Stratocaster Vintage Electric Guitar w OHSC &amp; Full Bakelite https://t.co/yXdFWx3F8M https://t.co/q07Dmzm39I",0
"794","Check out Silver lot turquoise, watch tips , earrings , pendants and more https://t.co/KHGLj8EyfR @eBay",0
"795","# 1964 Fender Jaguar w Painted Headstock https://t.co/rY2EBAXna0",0
"796","# CADDYSHACK screenprint poster by ERWIN. SOLD OUT MONDO! Chevy Chase, Bill Murray https://t.co/8hWU5ysmNK https://t.co/XxxvsJsY6U",0
"797","2014 FRANKLIN D. ROOSEVELT COIN AND CHRONICLES SET SOLD OUT RARE AND NGC GRADED https://t.co/Meek3YL5By #coins https://t.co/loMdYS8Dhb",0
"798","#nikondeals CamRanger Cam Ranger Remote Canon &amp; Nikon DSLR Wireless Camera Controller 150ft: $259.99 (0 Bids) End…… https://t.co/HNzb2tMgtF",0
"800","# CHRIS SHAW SIGNED NUMBERED POSTER FOR 2009 N.E.R.D. CONCERT https://t.co/d4vWj7GK69 https://t.co/6nd3kNol6y",0
"802","Nintendo NEW 3DS XL - Pokemon Pikachu Yellow Edition https://t.co/XfclrXKtqu #nintendo #gaming

$241.01
End Date: T… https://t.co/yKwe8KfuXX",0
"804","RT @GabbysQuilts: #SamsungGalaxyNote4 SM-N910A - 32GB - Charcoal Black (AT&amp;T) #Smartphone https://t.co/6NzuORzMNv via @eBay #USED #ebaydeal…",0
"805","RT @DsgnGladRags: PPQ Cream Label, Off the Shoulder Maxi Dress, Purple, Small *BNWT* RRP £190 
<ed><U+00A0><U+00BD><ed><U+00B1><U+0089><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD>ONLY £89.99<ed><U+00A0><U+00BD><ed><U+00B1><U+0088><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD>
https://t.co/kARiVwWA8B",0
"808","<U+2665><U+273F> Vintage Collectable Bisque Ceramic Doll Teddy Bear Figurine Rare 40cm... Buy now! https://t.co/wD207zImQB https://t.co/3eeQ2BHBhm",0
"809","Nintendo Wii U - 32 GB Black System (Model# WUP-101(02) with Zelda Windwaker https://t.co/bK2OSaZvLp #nintendo… https://t.co/vmBCOQ2GLF",0
"810","eBay: US FDC #938 Texas Block, Pent Arts (5052) https://t.co/ntOhc87CuK #stamps #philately https://t.co/inRVVfvWb0",0
"813","#Christmas #Gifts THE GUARDIAN New Sealed Blu-ray https://t.co/nDLjwVkfup #Flicks #MovieNight https://t.co/IcsFUpNHwz",0
"814","#Concert TIX: 2 #Ticket #U2 The Joshua Tree Tour Cleveland First Energy Stadium https://t.co/3aa8hGsfE4 #Tickets https://t.co/UWRoeugD76",0
"816","DAVID ARCHULETA SELF TITLED 12 TRACK #CD - NEAR MINT - LN https://t.co/ZPbOhqQXS3 #DavidArchuleta https://t.co/zCwjifzUtd",0
"817","#ChristmasPresents U.S. Polo Assn. 0017 Womens Abbey Gray Winter Boots Shoes 6 Medium (B,M) BHFO… https://t.co/MN3nhi1RjF",0
"818","TIX https://t.co/TZIBB7Z618 2 Colorado Rockies vs. New York #Mets 08/02@227-4 #Ticket https://t.co/mB7jZF0mUs #Tickets #MLB",0
"820","RT @voudaux: NICHE Nilgun Derman Rumba Tunic Mesh Net Cowl Neck White Linen NWT Small Medium https://t.co/k6w6Lhw9bK #ebay #ebaydeals #shop…",0
"821","TIX https://t.co/TZIBB7Z618 2 Colorado Rockies vs. New York #Mets 08/02@227-4 #Tickets https://t.co/ah6o3lNzWr #Ticket #MLB",0
"822","Thanks for Following! (Charles Lipshay (@Bizoppstools) is now following you on Twitter!) #followfriday #TSUSPHQ… https://t.co/vXzVNF0oJy",0
"827","<U+2666>o Yes &amp; Know Invisible Horse Race Game Book by Lee Publications Top Seller https://t.co/E0cyEFQv0Z https://t.co/rGoynRuCXB",0
"829","2010 Tesla Roadster Base Convertible 2-Door 2010 Used Automatic RWD https://t.co/wmO7DKVypV",0
"832","TIX https://t.co/xiiT8QAsK3 <U+2764>2 #PaulMcCartney #Ticket SYRACUSE CARRIER DOME~ 9/23/17 FLOOR SEC. 4… https://t.co/OZG17mN0o5",0
"833","Kitty  B. needs ""Jazz up my eBay store front"" https://t.co/4nAtoVtEvj #airtasker",0
"834","Kitty  B. needs ""Jazz up my eBay store front"" https://t.co/lQcdpoEvwp #airtasker",0
"836","#Baseball TIX: 4 Miami Marlins vs. Washington #Nationals 08/02@SEC24-B #Tickets https://t.co/0qWSWMzgg7 #MLB #Ticket",0
"837","Kitty  B. needs ""Jazz up my eBay store front"" https://t.co/hZqockpOiA #airtasker",0
"838","eBay: VW Camper van T25 Caravelle 1983 low 86K miles MOT transporter may p/ex T2 bay https://t.co/l07JwOZ269… https://t.co/YRnQ4qkeMm",0
"839","Kitty  B. needs ""Jazz up my eBay store front"" https://t.co/661PEi3Ozr #airtasker",0
"840","#MLB TIX: 2 Miami Marlins vs. Washington #Nationals 08/02@SEC7-B #Ticket https://t.co/F2IcFmeaRR #Tickets #Baseball",0
"842","#Panthers #Cards: 2014 #Topps Commemorative 2013 All-Pro Team APT-MT Mike Tolbert Carolina Panthers… https://t.co/nxysudnk8Y",0
"844","3pcs Piano Pedal Covers PU Faux Leather Un... https://t.co/KUaWZYczkZ https://t.co/2EuhK2AYup",0
"845","Fritz Scholder - Portrait of a Dream, Lithograph, 107/120, c 1981. https://t.co/0wqPIDFX8G",0
"846","eBay: LEGO CITY Police Patrol Boat 60129 https://t.co/P6YHEMFDRg #legoset #lego https://t.co/hCA52e2bFJ",0
"849","#Nike #AirJordan Nike Air Jordan V 5 #Retro OG Black Metallic Silver 845035 003 DS Men Size 7 NEW #MichaelJordan… https://t.co/0YAPzsS5vD",0
"850","#Music #Singer #MandyMoore *Two Vintage 12"" Round Promotional #Poster Flats! https://t.co/wb8dk0mx8y #Deals… https://t.co/yo0tuyngHY",0
"851","Dji Mavic Pro + Fly More Combo + Extra Prop x 2 Salford/Manchester/NorthWest https://t.co/QwCAlbsNA2 On eBay UK https://t.co/tRn7o2V8d3",0
"852","eBay: ER 90th birthday stamps https://t.co/LBKaxDTcjY #stamps #philately https://t.co/Cm7PHZGCVq",0
"855","eBay: 1979 MGB ROADSTER https://t.co/D2Z2Tn9m5J #classicmg #mg #mgoc https://t.co/fm84331a80",0
"857","RT @mdnaimrifat1: Check this out!

https://t.co/5vRnnJKzCy",0
"859","Sonic the Hedgehog 3 for Sega Genesis .Game &amp; Box Only #retrogaming #ebay https://t.co/85pRq917l0 https://t.co/9mBecbd73z",0
"862","2016 National Treasures A.J. GREEN GAME USED NFL Shield Patch True 1/1 #Bengals https://t.co/5IWXXLW4fD @eBay#d collect #WhoDeyNation",0
"864","RT @ZOE_BEAUTY_UK: NOUVEAU #NAIL ACID EXTRA STRENGTH #PRIMER BOTTLE 0.25oz 7.3ml #acrylic uv gel tips #nouveau 
https://t.co/hlf8BAKF6U htt…",0
"866","[https://t.co/fUtPgZE1jo] #Burberry HAVANA #sunglasses B4157 3418/8G 56x17x1 #ebay https://t.co/bah2HVSGaP",0
"869","Mudpack application brush https://t.co/4E6v2HLT22 https://t.co/K0T226HzDv",0
"870","Check out Vintage 1930's Framed Picture Actress Hazel Court  https://t.co/AdBpvHGlKO via @eBay #bunkyboris",0
"872","Check out MORPHE Palette Matching CREME LIP POLISH NEW RELEASE In Box You Choose Shade #MORPHE https://t.co/32Rqt1refH via @eBay",0
"874","New Chromecast on Ebay For Google Chromecast 2 Digital HDMI Media Video Streamer 2015 2nd Generation… https://t.co/FhFOhiwpmn",0
"875","<U+2714>o Inklings the Game of Little Hints by Mattel Party Game 1993 Complete L... Retweet https://t.co/G4HcWBCgX6 https://t.co/9kD4ddkw3i",0
"879","#Save 5% | POKEMON TCG SUN &amp; MOON GUARDIANS RISING BOOSTER SEALED BOX + https://t.co/KKWoOaXNLp https://t.co/PBfXoUpmGD",0
"881","EVOLUTION OF GROOT Guardians of the Galaxy TRU Exclusive Toys R Us Legends https://t.co/7WXhSJhoep",0
"882","New on Ebay for United Kingdom UK South Park - Complete Season 19: New DVD https://t.co/YeiL0Fm1eb https://t.co/QvXtkFXq2b",0
"883","New on Ebay for United Kingdom UK south park kidrobot https://t.co/i8rmq95m6H https://t.co/HRtzNyVZxE",0
"884","Indian Mandala Hippie Wall Hanging Bedspread Queen Tapestry Dorm Throw Bohemian* @RoomyDeal @eBay Buy:… https://t.co/JpuXV8FjmP",0
"886","New on Ebay for United Kingdom UK Kidrobot South Park vinyl figures, Stick of Truth,  full set with boxes… https://t.co/PKS51UQ2DY",0
"887","How To Start Your Own eBay Empire... https://t.co/clhz4u51wr RTplz #bizhour #ebay https://t.co/s8HTlpfBNi",0
"891","https://t.co/b5c4yJ3JEU Back To The Future 2 Air Mag Replica Hover board Replica, Newspaper And Hat Set",0
"892","# NEW! Canon PowerShot SX720 HS Digital Camera 20mp 40x optical zoom (Black) https://t.co/6FDBzOlMrY https://t.co/sme8DOpM8A",0
"893","New on Ebay for United Kingdom UK New &amp; Sealed - South Park - Series 11 - The Complete Eleventh  Season - 3 Dvd's… https://t.co/gL6hRCg35Z",0
"895","# Canon EOS 1D X Mark II 20.2 MP 60 FPS 4K Camera Low Shutter Many Extras 1DX II https://t.co/pgdz8IsR3H https://t.co/fV5r6S6Z8m",0
"897","https://t.co/86HVbiRCcQ Nike Air Penny 1 Doernbecher DB LE Size 13. 728590-001 Jordan Foamposite",0
"898","https://t.co/1tLgS49N7Y 2015 Nike Air Jordan 11 XI Retro 72-10 Size 12. 378037-002 1 2 3 4 5 6",0
"899","# Nikon D4S 16.2 MP Digital SLR Camera (Body Only) - Extremely Low Shutter Count! https://t.co/XwzJhGfZc2 https://t.co/LDFj2LvjIG",0
"904","Indian Mandala Tapestry Hippie Gypsy Star Wall Hanging Bohemian Bedspread Decor @RoomyDeal @eBay_UK Buy:… https://t.co/2G0vVL568w",0
"909","https://t.co/4OPzURWoLk Vintage 1987 Beastie Boys Licensed To Ill Tour T Shirt Rap Hip Hop 80s EPMD Rare",0
"910","https://t.co/8DWAp21QcN Deadstock Vintage Alicia Keys Tour Shirt XL Rap Sade Janet Jackson Aaliyah TLC",0
"912","https://t.co/qjzUvOlkPm Vintage 1996 Essence Festival T Shirt Rap Hip Hop TLC R Kelly Luther Vandross",0
"913","https://t.co/pgPBBPp6wi 2016 NIKE AIR JORDAN 17 XVII RETRO COPPER Size 10.5. 832816-122 1 2 3 4 5 6 7 8",0
"914","https://t.co/kAemuCK9Tg Vintage 1993 Chicago Bulls Road to the 3peat Rap Hip Hop 90s Michael Jordan NBA",0
"915","https://t.co/YJ3GeSkBX6 2016 NIKE AIR JORDAN 17 XVII RETRO COPPER Size 12.5. 832816-122 1 2 3 4 5 6 7 8",0
"916","# NEW Canon EOS M10 Mirrorless Black EF-M15-45 IS &amp; EF-M55-200 IS STM 2 Lenses Kit https://t.co/MIxsKxQMqo https://t.co/9GKoJJTtQk",0
"917","https://t.co/BpBYMPiRI5 Vintage Guns N Roses Tour T Shirt 1991 1992 90s XL F'n Justin Bieber Slash LA",0
"918","https://t.co/f1ZXI4HVqK 2016 NIKE AIR JORDAN 17 XVII RETRO COPPER Size 10. 832816-122 1 2 3 4 5 6 7 8",0
"919","https://t.co/8sUWhsWFwI Vintage 90s Sisters of Mercy T Shirt Tour Goth Skinny Puppy Bauhaus Clan Xymox",0
"920","https://t.co/BsYuBbnohy Nike Air Jordan 11 XI Retro Low Infrared Size 10. 528895-023 1 2 3 4 5 6",0
"922","https://t.co/j8agTPXlNe Vintage 90's Lauryn Hill Rap Wars T Shirt Hip Hop Fugees A Tribe Called Quest",0
"923","https://t.co/t5iT18HJQB 2016 NIKE AIR JORDAN 17 XVII RETRO COPPER Size 11. 832816-122 1 2 3 4 5 6 7 8",0
"925","# Canon PowerShot SX60 HS Digital Camera (Black) https://t.co/E73aCGsClP https://t.co/q5rt9gk5rd",0
"926","https://t.co/ijHI9AmzZW Nike Air Foamposite One ""Gone Fishing"" - 575420 300 Deadstock New Size 15",0
"930","# Fitbit Flex 2 Activity Tracker https://t.co/v1d91Ic0yr https://t.co/SG3VcTTW9T",0
"931","https://t.co/Db97CCxpPO More Uptempo Burgundy",0
"932","<U+2766><U+2740> KICKIN' CHICKEN FINGER LICKIN' Salt SPICE BLEND THE GOURMET COLLECTION... https://t.co/fcLGu4U3hw https://t.co/Lr9EW8u00V",0
"933","https://t.co/CcDCrBsssD adidas vintage sneakers made in west germany",0
"934","# FITBIT FB407SBKS CHARGE 2 ACTIVITY TRACKER | BLACK https://t.co/kzndop28gE https://t.co/EiI9oBb0Ot",0
"935","https://t.co/FfTnxkzIBF Nike Air Jordan 1 Royal 2017 Size 10 Deadstock",0
"936","https://t.co/6rvGwL1dUG Asics X Ronnie Fieg Flamingo size 9.5 (message me for offers)",0
"937","https://t.co/PQ5vswi0ox Nike Air Jordan 1 Royal 2017 Size 12.5",0
"939","https://t.co/CRJZ8Pedpl DS Jordan XXXI 31 Why Not Size sz 10 Russell Westbrook MVP 0",0
"941","https://t.co/upBmFCBrKT Y-3 Hayworth Guard",0
"942","RT @gatreasures: Check out John #PlayerCigarette Cards Old Navy Prints 1936 Complete Set 25 https://t.co/48TGGUHWNB @eBay #cigarettecards #…",0
"943","Erm, WHAT?! https://t.co/XeagzoNS1R",0
"945","RT @gatreasures: Check out LOT OF 17 ASSORTED TOBACCO CARDS EARLY 1900'S Flags Fish Mixed Countries https://t.co/TaLk2ydjYl @eBay #cigarett…",0
"946","<U+2663><U+275D> Vintage MANDALIAN Art Deco Lustro Pearl Enamel Mesh Bag Beaded V Fring... Buy now! https://t.co/3NaiUn1BKT https://t.co/pvix1Yc3D2",0
"949","https://t.co/tGIniA0bxH #shoes Back To The Future 2 Air Mag Replica Hover board Replica, Newspaper And Hat Set",0
"952","# Copper Fit Step FX Deluxe Rechargeable Activity and Fitness Tracker NEW https://t.co/Plw6PPl0hd https://t.co/yFv1Hu45hh",0
"953","https://t.co/D4EmOW1UYF #shoes Nike Air Penny 1 Doernbecher DB LE Size 13. 728590-001 Jordan Foamposite",0
"954","https://t.co/RStN4XdfGi #shoes 2015 Nike Air Jordan 11 XI Retro 72-10 Size 12. 378037-002 1 2 3 4 5 6",0
"955","# Fitbit Zip Wireless Activity Tracker, Charcoal NEW IN BOX NIB Fit Bit https://t.co/dbkkgiyyaz https://t.co/ECdBWlFMeb",0
"962","<U+2666><U+2730> MK Machine Cotton Button Down Shirt Men's Medium Brown &amp; White Skull G... Take a look https://t.co/MiTwFZ8v6Z https://t.co/T0aPvSUNgz",0
"966","https://t.co/so8u3b7QVQ #shoes Nike Air Jordan 11 XI Retro Low Infrared Size 10. 528895-023 1 2 3 4 5 6",0
"967","Check out my listing on @eBay: https://t.co/SbZvkw62Pk via @eBay",0
"968","https://t.co/Nh9HGP1ivS #shoes Nike Air Foamposite One ""Gone Fishing"" - 575420 300 Deadstock New Size 15",0
"974","https://t.co/sQBpne5Q8v #shoes More Uptempo Burgundy",0
"976","https://t.co/LD9Qlsm5KQ #shoes adidas vintage sneakers made in west germany",0
"978","https://t.co/rG3ynhtxIB #shoes Nike Air Jordan 1 Royal 2017 Size 10 Deadstock",0
"979","RT @Jimmie_Johnson1: <U+2764><U+2764>#NASCAR #Motorsport #JimmieJohnson Autographed 6x Hat New With tags NASCAR #Deals #Bargains… https://t.co/YPdig7RxjF",0
"980","https://t.co/EcEXfSF9Ip #shoes Bally 160 Years Anniversary Mens Black Leather Shoes US Size 10",0
"981","https://t.co/RatgZKKgqQ #shoes Asics X Ronnie Fieg Flamingo size 9.5 (message me for offers)",0
"982","https://t.co/OVXkBi0dvG #shoes Nike Air Jordan 1 Royal 2017 Size 12.5",0
"983","https://t.co/FSoSmbzjoS #shoes DS Jordan XXXI 31 Why Not Size sz 10 Russell Westbrook MVP 0",0
"984","https://t.co/Hdj8aAgCbz #shoes Y-3 Hayworth Guard",0
"986","# HP 15.6"" Laptop AMD A6-7310 Quad-Core 4GB 500GB DVDRW 15-BA009DX NEW Sealed https://t.co/HliI6bA0Zy https://t.co/0lLJAbUBRr",0
"988","# BRAND NEW nextbook Ares 8 - 16GB, 8"" Quad-Core Android Tablet (NXA8QC1168) BLUE https://t.co/g0bvQyT5nK https://t.co/k6fKFiIR7O",0
"989","https://t.co/qQVUX86KoR Nintendo 64 N64 Console Video Game System 2 Controllers Expansion Pack 5 games… https://t.co/Nj186ewlPy",0
"990","I was just outbidded on this:

https://t.co/RLiLtyCSO3",0
"993","Lifeproof  Nuud case for iphone 5, 5s used https://t.co/x0c1fLd1Ki https://t.co/i7YNuRMDkF",0
